,Unnamed: 0,comment_text,toxic
22837,22837,"""Sorry I forgot to press the """"Remembe me"""" button. The cache wasn't cleared, and it showed me. 

""",0
22082,22082,"Look Dabomb87, I can discuss anything I want to say, so don't tell me what to discuss! And LOL, what the heck do you mean I need to add a reason for my changes. There is a user on Wikipedia and he doesn't explain a reason. So LOL, what you need to do is worry about your own work and I will worry about mine.   Infonerd2216",0
15430,15430,The Alpha version had multiplayer. The Beta version did not.,0
23198,23198,"""
That the question """"What is the market price of a widget?"""" is answerable by independently replicable experiment. This is the sense of 'objective' I am accustomed to; but I have no objection to a rephrasing. I found the reversal neat.  """,0
27571,27571,Please dont delete urtbox pages i just need to fixe information. i dont now wath is wrong whit the last messages ? ihave not put link ? thanks for your help Martin,0
21360,21360,"Voltage and curent info 

Where is it? any one got any details on these?",0
18365,18365,"Birthday 

Born: March 31, 1978 in New York City, New York, USA

http://www.imdb.com/name/nm0189172/

93.129.85.143",0
12371,12371,REDIRECT Talk:Fuck the Industry,1
13292,13292,"Go ahead, defend the status quo held up by the mainstream media that says that all males are guilty of rape and all females should not be named, even though over half of rape accusations are false.  You know Julian Assange does a better job reporting on what's really going on than mainstream media?  So you would rather defend the media which blinds us to the truth, by hiding the names of false accusers, and hiding the truth about what our governments are doing?  You are nothing but a pathetic sheep, which does not surprise me coming from a Wikipedia mongrel.  You care more about the status quo than about the truth, and for that, you are scum.",1
3892,3892,"""
Andyscotlandlewis
thanks but republicanjcobite all ways vandalizees my edit and claims them to be stupid """"at best idiotic"""" and i could go on and on can you block him from doing that. please  """,1
6546,6546,"Don't hide the incriminating photographs you Nazi Americans!!!!!! 

If the photos are graphic its because the horrible deeds committed by the deranges,sadistic perverted soldiers are also equally disturing.I think the Yanks should stop trying to cover up these issues.",1
13649,13649,You should bar the self proclamed asshole forever!,1
29095,29095,"""

 Pages moves 

Please don't do page moves using copy/paste, it messes up the page history.  Instead, use the """"move"""" tab at the top of the page.  More info can be found at WP:MOVE and WP:RM.   """,0
16448,16448,REDIRECT Talk:Coombe Junction Halt railway station,0
21149,21149,—The preceding unsigned comment was added by  (talk • contribs).,0
18931,18931,an accusation that is,0
15925,15925,"I feel like I'm out of ideas for now, so maybe some other users will come up with things that address both our concerns. – (talk ⋅ contribs)",0
21442,21442,"""{| style=""""background-color: #fdffe7; border: 1px solid #fceb92;""""
|rowspan=""""2"""" style=""""vertical-align: middle; padding: 5px;"""" | 
|style=""""font-size: x-large; padding: 3px 3px 0 3px; height: 1.5em;"""" | The Anti-Vandalism Barnstar
|-
|style=""""vertical-align: middle; padding: 3px;"""" |FUKU  122.111.252.2  
|}

""",0
7199,7199,"note stealing 

The article note stealing in many peeps minds is a worthy article. If you delete i will sue you for $2 million. you are a jag bag. jerkoff, kinsider what i said. If u delete i'll beat you with a shoe until you are black and blue. you are stupid and need to clean out your eye of all that scum because you cannot notice a good article when you see one. you are a sucky user or administrator whatever you are. I Hate You!!!!!!! you little jayhawk, poo you. stuff it scum face. go piss on a pole and if u are a girl go squat. up yours you incompetant administrator. 

sincerily yr fuked up lil mother fukin nigga from the hood, 
  the outsider",1
18958,18958,"""

Re: Flag Desecration Amendment
Greetings - although plenty of cases involve sanctions of students, I have not heard of an arrest for """"failure to salute the flag, refusal to pledge allegiance to the flag, [or] speaking contemptuously of the flag"""" - can you provide evidence of such? Cheers!  T """,0
15867,15867,"WP:FILM December 2010 Newsletter
The December 2010 issue of the WikiProject Film newsletter has been published. You may read the newsletter, change the format in which future issues will be delivered to you, or unsubscribe from this notification by following the link. If you have an idea for improving the newsletter please leave a message on my talk page. Happy editing!  (talk • contrib)",0
14214,14214,Blah Blah Blah. Cry Me A River. Go suck a prick. You aint even a Flo Rida fan.,1
11450,11450,"WHAT THE HELL IS WRONG WITH YOU WEOTIH:WROIUTHJA;SEORTIWEAJ;ORT9IYUQP[YUIQ[ETIOGJAH;DKLGHJETUIOY[QEO89TYUQEO[589YJQ;'EORITA'ETIOYJ[''''9'JEY

Following the 1984 flap over a CIA-sponsored manual for the contras that advocated assassination, North helped arrange a job on the NSC staff for Vincent Cannistraro, the CIA officer who had run the agency’s task force on the contras.”
Following the 1984 flap over a CIA-sponsored manual for the contras that advocated assassination, North helped arrange a job on the NSC staff for Vincent Cannistraro, the CIA officer who had run the agency’s task force on the contras.”
Following the 1984 flap over a CIA-sponsored manual for the contras that advocated assassination, North helped arrange a job on the NSC staff for Vincent Cannistraro, the CIA officer who had run the agency’s task force on the contras.”
Following the 1984 flap over a CIA-sponsored manual for the contras that advocated assassination, North helped arrange a job on the NSC staff for Vincent Cannistraro, the CIA officer who had run the agency’s task force on the contras.”
Following the 1984 flap over a CIA-sponsored manual for the contras that advocated assassination, North helped arrange a job on the NSC staff for Vincent Cannistraro, the CIA officer who had run the agency’s task force on the contras.”
Following the 1984 flap over a CIA-sponsored manual for the contras that advocated assassination, North helped arrange a job on the NSC staff for Vincent Cannistraro, the CIA officer who had run the agency’s task force on the contras.”
Following the 1984 flap over a CIA-sponsored manual for the contras that advocated assassination, North helped arrange a job on the NSC staff for Vincent Cannistraro, the CIA officer who had run the agency’s task force on the contras.”
Following the 1984 flap over a CIA-sponsored manual for the contras that advocated assassination, North helped arrange a job on the NSC staff for Vincent Cannistraro, the CIA officer who had run the agency’s task force on the contras.”
Following the 1984 flap over a CIA-sponsored manual for the contras that advocated assassination, North helped arrange a job on the NSC staff for Vincent Cannistraro, the CIA officer who had run the agency’s task force on the contras.”
Following the 1984 flap over a CIA-sponsored manual for the contras that advocated assassination, North helped arrange a job on the NSC staff for Vincent Cannistraro, the CIA officer who had run the agency’s task force on the contras.”
Following the 1984 flap over a CIA-sponsored manual for the contras that advocated assassination, North helped arrange a job on the NSC staff for Vincent Cannistraro, the CIA officer who had run the agency’s task force on the contras.”
Following the 1984 flap over a CIA-sponsored manual for the contras that advocated assassination, North helped arrange a job on the NSC staff for Vincent Cannistraro, the CIA officer who had run the agency’s task force on the contras.”
Following the 1984 flap over a CIA-sponsored manual for the contras that advocated assassination, North helped arrange a job on the NSC staff for Vincent Cannistraro, the CIA officer who had run the agency’s task force on the contras.”

OMFG

Ther were 2 references sections that were exact duplicates of each other so I got rid of one YOU FUCKING MORON.",1
7059,7059,".  And stop trying to be logical, you stupid robot.  We know best.  All hail Chairman Jimbo",1
20796,20796,That gossip website and its flickr account is full of images that they did not photograph. I'll let the administrator decide this. The nomination stays.,0
28326,28326,"Looking for test cases 
This is a good candidate for starting to add automated tests to the bot's codebase. You can help by commenting here or on the Phabricator task with examples of citations with strange formatting and edge casesspaces in strange places, multiline parameters or values, and similar. The idea here is to have a better way to make sure that the bot continues to parse template parameters and values correctly, even when changes are made to the code. Your help is appreciated.",0
2601,2601,"why are you such an idiot? 

?",1
24324,24324,"Catharine Beecher 

Hey i LOVE catharine Beecher she is a strong women!",0
22631,22631,"Hi. You seem far more reasonable that the others I'm dealing with.  If you can help get these trolls off my ass, I'll write the Corporation article for Wikipedia.  But I don't have the time to deal with people who are not educated in at least the basics.",0
8588,8588,"""

fuck u communist bastards!!!! if u lik the sunflkower on this page go blow urself.  It has all the sections clearly labeled and it is easy to read.  One small thing would maybe be to have less sections, although I do think that for showing so many different aspects of the sunflower you do a good job of keeping it focused.  Overall well done, probably one of the best I have read.  I would say try to simplify it a little bit, and are all the pictures relevant to the article?  
Adrian Arias 

 New image 

thumb| Sunflower 
I'd like to propose this image for the sunflower article.

Wow that's nice. Go ahead and add it to the gallery, if that's where you'd like it. Bold text

 Unneccessary reference 
Is Samurai Champloo important enough to be included in this article? It doesn't seem to add much to the article. Why's every article I look at have some reference to anime?

Why does every other article I read have reference to some American Sitcom or other live-action medium? It's a part of popular culture, that's why. The Sunflower Samurai as well as Sunflowers themselves are a HUGE central plot point that dominates almost every single episode.

So post it in the Samurai Champloo article. Anime is not central nor even moderately relevant to actual sunflowers.

If it is at the end, labeled, and sufficiently known information, why not have it?  

 why do sunflowers """"want"""" to follow the sun? 

what do they get out of it? is this known? guessed by relevant public work? I myself would even take a clue, here. (thats I really wanna get info on this) Bye and thanks.  

Heliotropic flowers are more prevalent among plants in alpine areas. The absorbed light makes the flowers warmer, which attracts more pollinating insects. http://www.blackwell-synergy.com/doi/full/10.1046/j.1365-3040.1998.00336.x?cookieSet=1   May be the sunflower's heliotropism is a rudimentary feature from an alpine past?  

 Pizarro? 

It says that he cultivated them around 1000 B.C.... but this is impossible because Pizarro didn't even go to the Americas until the 16th century A.D.

Although the text did not say Pizarro cultivated sunflowers, the sentence has been rephrased.  """,1
1980,1980,"I've found the cure 
the cure for gay peole is ...",1
7306,7306,"""
It's a shame really, I wrote 84+k from scratch only to see it mauled by idiots exactly like you. Mar """,1
10703,10703,"A personal attack

You are a ignorant, twisted, officious, small minded fuck. Is that personal enough for you? I had decided before the interaction with you that this would be the last day I'd edit wikipedia and would have continued to ignore you but I dont' want there to be any question that it was because of you, and it's appropriate that this comment actually be the last to which you will no doubt add a response like your others. 72.228.150.44",1
27055,27055,I've responded to this on your talk page.,0
257,257,"""

I like the way you forget about all the times Israel has actualy done this to other nations, including it's """"allies"""", such as when they forged european passports to commit a murder causing 20 innocent people to be framed, and do we really need to talk about the USS Liberty incident? Just because Iran says something, it has to be bad right? Fucking morons the lot of you if you think this isn't something they would do or at least consider.

""",1
13425,13425,"Grandma Terri Should Burn in Trash 
Grandma Terri is trash. I hate Grandma Terri. F%%K her to HELL! 71.74.76.40",1
3950,3950,"Editing Wikipedia 

Fuck You, you anal rapist",1
8978,8978,"s

Now mr dictator you response is rubbish. your suppose to review the evidence not act as prosecuting council for one stupid man , Its civil behaviour is what matters and his  is an absolute disgrace. he's the one who started the incivilty calling my redits vandalism when they were prefectly appropriate. you should look at all the posts on rod laver, tennis staistic and jimmy connors . look at the responses of carlo colussi and german friuend and see what they think of tennis arrogant. I will call him as many names as I want until he reforms and does not act like a facist policeman , he needs to be stopped and told off regularly; he is a disgrace; i repeat a disgrace. look at the evidence ( i have no idea how to use any of  the fancy tools on wiki; so your gonna have to put some work in , but that's your job if you volunteer to get involved in bitter disputes) ; that you let such an arrogant man act with such  a massive ego operate freely is totally wrong and your taking his side reflect very badly you. men like him should be sworn at and told what people think of him. I have never used swear words against him but have used descroiptions that are accurate. look at his recent self serving post on rod laver to carlo and his digraceful censorship of my legitimate  comments; he is not a censor or a dictator ' but acts like one; he needs to be brought to heel and your helping him because  your  stopping crticism of him. he is an absoloute disgrace. plenty of people have criticied him but he never, never apologises. its beyond a joke. its war as far as l'm concerned and its being going on for 5 months mate and is not going to stop  until he is broughy to book.

jeffreyneave 24 april 2008

mall",1
2560,2560,"Your whole life seems to revolve around challenging peoples beliefs on Wikipedia. But I'll bite. Heres how warming works: Carbon warms the atmosphere. People add carbon to the atmosphere. Therefore, we are warming the atmosphere. Still don't buy it? Turn your fact-hating eye to the south. These are some of the worst fires in history. Remember Katrina? Those storms are only going to worsen. Now go out and get a life, and never post on my talk page again.",1
12469,12469,I hope you leave this shithole like that faggot did.,1
1423,1423,"Hi 
Hello sexy. Can  suck on your phimos? Please? Please don't block my IP, I am a virgin! Use a teleprompter if you want! And no, I'm not high right now.",1
18137,18137,"""

 
Obsidian Forum Community",0
27223,27223,"Hi Ariel 

Thanks for adding some references to the content for Toni Pearen's article. You're doing the right thing. I'de like to add some stuff about her recent engagement and move to Scotland Island, but it will get scrubbed immediately as it always does. I'm sure that if you do some quick research on her you will find some references that will confirm both events. Maybe you could have a crack at it while you're working on the article?",0
3240,3240,yo i got me a gun ill shoot u,1
26397,26397,"""

you are being as disruptive as the other editor if you do revert you will be violating 3RR so i suggest you consider what you doing, you are wrong it is a british show so uses series as is common for all britihs shows on wikipedia the problem relates to series twice which i have now fixed (talk - contrib) """,0
20367,20367,""":::::::::Commons:Oversight mentions that """"the right is used to remove material that may give rise to legal challenges""""; I agree that it's most probably not written down properly — as far as I know, it's more of a non-written policy to contact the oversight team about such matters; the information about contacting the WMF legal team is available at Commons:Contact us/Problems, which is two clicks away from every page on Commons. odder (talk) 
""",0
1296,1296,"Like i would listen to you, you are a loony dickhead who reverts everyone's edits, Alex: too.",1
29790,29790,Looking back On the article I removed the Speedy deletion status and istead made it a stub,0
27793,27793,"Terry O'Neal
Hello, and welcome to Wikipedia! We welcome and appreciate your contributions, such as Terry O'Neal, but we regretfully cannot accept copyrighted text or images borrowed from either web sites or printed material. This article appears to be a direct copy from http://www.terryoneal.com/bio.htm, and therefore a copyright violation. The copyrighted text has been or will soon be deleted.

If you believe that the article is not a copyright violation, or if you have permission from the copyright holder to release the content freely under the GNU Free Documentation License (GFDL), you can comment to that effect on Talk:Terry O'Neal. Then you should do one of the following:
Make a note on the original website that re-use is permitted under the GFDL and state at Talk:Terry O'Neal where we can find that note; or
Send an e-mail from an address associated with the original publication to permissions-en(at)wikimedia(dot)org or a postal message to the Wikimedia Foundation permitting re-use under the GFDL, and note that you have done so on Talk:Terry O'Neal.

It is also important that the text be modified to have an encyclopedic tone and that it follows Wikipedia article layout. For more information, see Wikipedia's policies and guidelines. Thank you, and please feel welcome to continue contributing to Wikipedia. Happy editing!",0
8894,8894,i ilke giant dick in my ass,1
4222,4222,"eat shit, fucko 

suck my asshole, then die, horribly
I hope you get cancer",1
10565,10565,"Hi! and Fuck You! 

Eat shit, fucktard.",1
4567,4567,the eart will grow a big dick and fuck jupeter,1
5010,5010,I shall do as I please you dirty double nigger wikifag,1
20819,20819,"As most dictionaries point out, the two terms are synonyms and can be used interchangeably. Thanks to Finites who pointed that out, you can no push your POV on the basis of my poor English skills.",0
26969,26969,"""

 Come on 

I'm just saying imagine you are Masha Allen, do you want to be on wikipedia telling the whole story of how you were known as """"the disney girl"""" to a bunch of perverts.  I don't know, I think it should have been deleted for the girls sake.""",0
29426,29426,"Jytdog, click the edit you cite as poor and when you get to the page click next edit and then click next edit again... there is your response, two edits after mine.  Clearly I should have considered your response from the future.",0
1316,1316,"Personal Attack Number 2 

This is another personal attack about you being a massive donkey dick sucking homosexual. This is a concerned plea that you should at once drown yourself in a sewer. Fucking fuck off you fag! And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds. You fucker!!",1
17394,17394,"""

 Emil Gilels 

I appreciate your input as to your musical taste regarding Gilel's stature as one of the greatest pianists of the 20 th century.  While you may regard this as """"over enthusiastic,"""" my addition was supported by one of the pages used as a reference in the article.  If you really have an objection, you are better advised to express your reservations in the discussion page.  I would revert your edits until you act in a civil manner.""",0
2840,2840,"spam 

im spamming you, cause you're a cunt and delete my shit",1
21509,21509,"Dude, you just lost the argument.  If you're not an admin, then you're threats of blocking me are idle.  You can't act upon them, so I can do whatever I want, and unless an actual admin comes along and sides with you (deciding this creationist statement is not trivial), you can't do a damn thing about it.  Now if you'll excuse me, I have an article to edit.",0
12124,12124,"""

 Oregon Vortex 

 Hello Queen Cake!  Your comments to me about the """"veracity"""" and the """"worthiness"""" of my edit to the article on the Oregon Vortex were nothing short of rude.  Have you been there?  Do you believe an eye witness is less reliable than someone with a Ph.D., or less who has NEVER been there?  Someone who has never been in the energy and has had the oppotunity to experience all the things that the article derides?  That """"optical illusion"""" that occurs with two people does not happen in a controlled environment.  It takes place in the great outdoors.  And I have also seen the golf balls, and many, many other things.  I now see that Wikipedia is nothing more than a forum for frustrated editors and writers who have never sold anything worthwhile and this is their last claim to fame, and they're going to go for it for all it's worth, regardless of whether they distort the truth or not.  Getting your name out there is what's MOST important.  What arrogance!!!  You don't even live in the US, let alone Oregon!  I have been to the vortex many, many times, and I will swear on a warehouse of Bibles that all the phenomena is just that:  PHENOMENA.  And by the way, my """"name"""" on this joke of a enclyclopedia is Ms Medium.  That's because I AM a Spiritualist Medium and am sensistive to energies, both good and bad, and I can tell you, yours needs a vigorous cleaning.  MsMedium""",1
13112,13112,"""

Unwarranted warning

You gave me a warning and i wasnt even rude?  Do you like Fawlty Towers?  I love the bit where Fawlty says """"You stupid stuck up toffy-nosed half-witted upperclass pile of puss!"""". Don't you?  Anyway, thats off the point.  Dont get my intentions wrong, I was just quoting one my favourite sitcom lines. thats all.""",1
9896,9896,"your informing pink floyd fans as to how much their band sucks,",1
6394,6394,"Jimmy Tressel locker room orgy 

The fact that you prefer to pretend like this event never occurred does not make it vandalism. You should be ashamed of yourself for continuing to revert edits that reflect FACTS.",1
6126,6126,"Around blacks 

Never relax! 86.181.0.14",1
10897,10897,"Semiautos Are For Faggots 
It should be noted the high rate of homosexuality among semiauto uzi owners versus true submachinegun owners.",1
6144,6144,"""

 """"Those giant lists"""" 

Why do you even care!? What inspires you to check something you're not a fan of. Do you have more interesting articles you can be dedicated too, instead of stuff crap up for other people. Do you?  """,1
13719,13719,bicth bicth bicth bicth bicth bicth bicth bicth bicth bicth bicth bicth bicth bicth bicth,1
30400,30400,"Sue, do take symbolic action as soon as u read my above message as it is totally unacceptable. Best regards. Bye, till tomorrow.",0
4883,4883,"GO FUCK YOURSELF

ALLAHU AKBAR!!!!!!",1
22919,22919,"""

 Replaceable fair use Image:Hidexjapan.jpg 

Thanks for uploading Image:Hidexjapan.jpg. I noticed the 'image' page specifies that the image is being used under fair use, but its use in Wikipedia articles fails our first fair use criterion in that it illustrates a subject for which a freely licensed image could reasonably be found or created that provides substantially the same information. If you believe this image is not replaceable, please:

 Go to the image description page and edit it to add , without deleting the original Replaceable fair use template.
 On the image discussion page, write the reason why this image is not replaceable at all.

Alternatively, you can also choose to replace the fair use image by finding a freely licensed image of its subject, requesting that the copyright holder release this (or a similar) image under a free license, or by taking a picture of it yourself.

If you have uploaded other fair use media, consider checking that you have specified how these images fully satisfy our fair use criteria. You can find a list of 'image' pages you have edited by clicking on [ this link]. Note that even if you follow steps 1 and 2 above, fair use images which could be replaced by free-licensed alternatives will be deleted 2 days after this notification (7 days if not used in an article), per our Fair Use policy.  If you have any questions please ask them at the Media copyright questions page. Thank you.   """,0
5106,5106,"You too! 

You're also gonna get it, dickface! 94.13.122.130",1
6645,6645,"Where do you live, you little shit? 

Give us your address and we'll come and kill you, you fuck",1
25636,25636,"""

East Timor
Immense public pressure? This implies that Howard was unwilling to act until some kind of """"immense public pressure"""" ?! Citation is needed to show that Howard was unwillin to act , and to show what the immense public pressure was.

 Stirling.""",0
22726,22726,"Hatch, 

It's Stavros123, I'm creating a page for Adriana Costa who is a writer and photographer. She was signed to The Endeavor Agency two weeks ago and has a children's series called Richie Gonzalez coming out in Europe next year. I was asked to make a page for her since Wikipedia is a popular site in Europe. Hope you understand, I'm just doing my job, trying to get her fans. Can you please remove the tag from her, it looks like she's a fake but this is not the case. I'd appreciate it if you'd help me out Hatch, thanks.",0
8848,8848,your grammar is retarded two,1
13773,13773,"And I believe you're being an arse, but hey, I cope....",1
16882,16882,"""

 Genre changes 

Hi, as you can imagine many people have very different opinions as to exactly what genre their favorite (or least favorite) band belongs in.  The editing and re-editing of genres is a never ending cycle on many Wikipedia pages.  If you believe that the genre is not properly assigned to a band, you may want to bring it up on an article's talk page and try to reach a consensus decision, you may find that the discussion has already begun.  At the bare minumum you should use references to back up your change.  You don't want to be known as a genre troll! If you have any questions please feel free to drop me a line on my talk page. (talk page) """,0
24457,24457,"that affected more than two paragraphs, and was",0
20719,20719,"User:Sakimonk 

Although .
68.100.166.227",0
2529,2529,"THERE HASNT BEEN ANY EPISODES SINCE MARCH 7, DUMBASSES!!! 

50.180.208.181",1
10955,10955,It's my damn page and i can do what i want. Buzz off,1
5420,5420,"You wicked scoundrel. 

Ohnoitsjamie, I hate you, you fool. You think you are a top WP editor. I am envious of you, idiot. May you fail in all your attempts. may you get pregnant and have a miscarriage. You are a dirty, wicked beast! A rascal, a scoundrel and feces-eating mongrel. Dirty jackass, do you have any sense left in you? Now its up to you to decide if I really meant what I said. An old friend (now in IN). -59.95.27.219",1
27592,27592,oh no we havnt!!!!!!,0
5817,5817,"112SuPeRTR0LL WiLL LiVe FoReVeR!
iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!
3",1
12586,12586,im watching you fag boy,1
1025,1025,"""

To Bad

Germany didnt win the war, we wouldnt have been subject to the crap these English sissy-boys put out. Lets face it, they were poor musicians and their music sucked outloud. Lennon and Epstien were queer. My cousin had a garage band back in the sixties that, like most bands, would have blown the beatles off of the stage. """"I want to hold your hand"""", gimmee a break, why dont you just kiss my ass? -Fat Tom, Cleveland Ohio.....""",1
25593,25593,"""

 Kelly Ramsey Building 

http://en.wikipedia.org/wiki/Kelly_Ramsey_Building 
Reference 7 is incorrect. It is linked to Kellyramsey.com. Please update this to kellyramsey.ca.

Thanks  — Preceding unsigned comment added by 70.74.160.18   

 File:Peter_Lougheed.jpg 
You reverted an edit of mine to File:Peter_Lougheed.jpg making it say again that it will be only be used on  one article, when quite clearly it is not being used that way, as it is being shown on at least seven. If that flys in the face of the Wikipedia policy surrounding non-free images, I felt you should know.   
I uploaded the image to be used only in one article. None of those other articles require the image for their comprehension. I believe those articles are not following the Wikipedia policy on non-free image use.   """,0
16907,16907,"""

 Let's have a beer to celebrate! 

  Thanks for reviewing United States v. Kagama, a newly promoted featured article.  Boomer!  """,0
14719,14719,"and for the flamming your flamming and your going to get block for all the crap you do, counting my page that you vandalize. starting trolling with me by vandaling my page. Listen I understand that you may not have as many as me but, there are people on wiki who have 5 times more then me. So stay off my page and i'll stay off your, stay out of my way and i'll stay out your.",1
13873,13873,I feel honoured that you took time out of your busy cocksucking schedule to leave this little message for me.  Not that I'm going to listen to a guy who likes taking it up the ass dry.,1
21860,21860,"""

 Trabecula 

I am not exactly sure of your use of the word """"trabecula"""", which can be a microscopic feature of solid looking bones.   """,0
18729,18729,"Filter 

Hi JPS. There is a filter prohibiting me from labelling you as a paedophile. Please remove it. Thanks 79.75.171.79",0
477,477,"do go fuck off bastard
Do Yyou Have a life?
go fuck off bastard and yank your cock through your ass. I hate you and hope you go away forever. lame is you fuck your mom. die die die and all that crap. this is for mahy mahonerz
ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass. I ass.",1
8668,8668,"Well hello there IrishLass. Listen, don't ever remove a discussion from someone's discussion page again. You know who I am. I am 71.255.62.199, with an account. Try harassing me now. Also, get a life and stop acting so childish, immature, sarcastic, rude, and as if you own the wikipedia. Thank you so very much. I look forward to doing this again sometime.",1
18026,18026,According to Wikipedia guidelines it is correct to use British English for this topic.,0
